,provider,source_type,source_code,source_description,canonical_concept,concept_group,signal_class,severity,direction,requires_review,can_contribute_to_decline,dedupe_key,narrative_key,notes,status
,socure,reason_code,R959,Address mismatch on secondary address range,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R959,,,active
,socure,reason_code,R961,Address ZIP code is invalid,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R961,,,inactive_not_used
,socure,reason_code,R964,Address is a commercial or institutional address,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R964,,,active
,socure,reason_code,R972,Address is a commercial mail receiving agency or commercial mail drop,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R972,,,active
identity_deceased,,,,,,,,,,,,,,,
,socure,reason_code,I913,SSN has not been reported as deceased,identity_deceased,identity,identity,low,positive,FALSE,FALSE,I913,,,active
,socure,reason_code,I914,Identity has not been reported as deceased,identity_deceased,identity,identity,low,positive,FALSE,FALSE,I914,,,active
,socure,reason_code,R202,The input SSN is reported as deceased,identity_deceased,identity,identity,high,negative,TRUE,TRUE,R202,,,active
,socure,reason_code,R314,Deceased signal from ID Graph,identity_deceased,identity,identity,high,negative,TRUE,TRUE,R314,,,active
,socure,reason_code,R907,SSN has been reported as deceased,identity_deceased,identity,identity,high,negative,TRUE,TRUE,R907,,,active
,socure,reason_code,R909,Identity has been reported as deceased,identity_deceased,identity,identity,high,negative,TRUE,TRUE,R909,,,active
identity_dob_mismatch,,,,,,,,,,,,,,,
,socure,reason_code,nameEquivalent-dobNoMatch,"Name match based on the same name meaning, DOB does not match the input DOB",identity_dob_mismatch,unknown,unknown,low,neutral,FALSE,FALSE,nameEquivalent-dobNoMatch,,,active
,socure,reason_code,nameExact-dobNoMatch,"Exact name match, DOB does not match the input DOB",identity_dob_mismatch,unknown,unknown,low,neutral,FALSE,FALSE,nameExact-dobNoMatch,,,active
,socure,reason_code,nameFuzzy-dobNoMatch,"Fuzzy name match, DOB does not match the input DOB",identity_dob_mismatch,unknown,unknown,low,neutral,FALSE,FALSE,nameFuzzy-dobNoMatch,,,active
,socure,reason_code,nameInitialized-dobNoMatch,"Name match based on initials, DOB does not match the input DOB",identity_dob_mismatch,unknown,unknown,low,neutral,FALSE,FALSE,nameInitialized-dobNoMatch,,,active
,socure,reason_code,namePhonetic-dobNoMatch,"Name match based on phonetic similarity, DOB does not match the input DOB",identity_dob_mismatch,unknown,unknown,low,neutral,FALSE,FALSE,namePhonetic-dobNoMatch,,,active
,socure,reason_code,R236,Input DOB month does not match any DOB month found on inquiry records,identity_dob_mismatch,identity,identity,medium,negative,TRUE,FALSE,R236,,,active
,socure,reason_code,R825,The DOB on the ID does not match with submitted data,identity_dob_mismatch,identity,identity,medium,negative,TRUE,FALSE,R825,,,active
,socure,reason_code,removedPersonalTitle-dobNoMatch,"Partial name match due to the removal of an honorary title within the input name, DOB does not match the input DOB",identity_dob_mismatch,identity,identity,medium,negative,TRUE,FALSE,removedPersonalTitle-dobNoMatch,,,active
,socure,reason_code,R830,The DOB is not valid,identity_dob_mismatch,identity,identity,medium,negative,TRUE,FALSE,R830,,,active
fraud_known_fraud_association,,,,,,,,,,,,,,,
,socure,reason_code,R1006,Found at least 1 application marked as fraudulent associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1006,,,active
,socure,reason_code,R1007,Found at least 1 application marked as third party fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1007,,,active
,socure,reason_code,R1010,Found at least 1 account marked as fraudulent associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1010,,,active
,socure,reason_code,R1011,Found at least 1 account marked as suspected Third-Party Fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1011,,,active
,socure,reason_code,R1012,Found at least 1 account marked as suspected First-Party Fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1012,,,active
,socure,reason_code,R1013,Found at least 1 account marked as Other Fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1013,,,active
,socure,reason_code,R1020,Found at least 2 accounts that were reported as Fraud within 30 days from each other associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1020,,,active
,socure,reason_code,R1022,Found at least 1 account that has been reported as Fraud within 30 days from opening associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1022,,,active
,socure,reason_code,R1023,Found at least 1 ACH transaction reported as Fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1023,,,active
,socure,reason_code,R1024,Found at least 1 ACH transaction reported as Suspected Third-Party Fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1024,,,active
,socure,reason_code,R1025,Found at least 1 ACH transaction reported as Suspected First-Party Fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1025,,,active
,socure,reason_code,R1026,Found at least 1 ACH transaction reported as Other Fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1026,,,active
,socure,reason_code,R1029,Found at least 1 returned ACH transaction with return category Fraudulent Behavior associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1029,,,active
,socure,reason_code,R1030,Found at least 1 ACH transaction reported as Fraud within 7 days from one another associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1030,,,active
,socure,reason_code,R1031,Found at least 1 ACH transaction reported as Fraud which was committed within 7 days from account opening associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1031,,,active
,socure,reason_code,R1032,Found at least 1 ACH transaction reported as Fraud which was committed within 30 days from account opening associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1032,,,active
,socure,reason_code,R1033,Found at least 1 Check transaction reported as Fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1033,,,active
,socure,reason_code,R1034,Found at least 1 Check transaction reported as Suspected Third-Party Fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1034,,,active
,socure,reason_code,R1035,Found at least 1 Check transaction reported as Suspected First-Party Fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1035,,,active
,socure,reason_code,R1036,Found at least 1 Check transaction reported as Other Fraud associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1036,,,active
,socure,reason_code,R1038,Found at least 1 returned Check transaction with a return category Fraudulent Behavior associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1038,,,active
,socure,reason_code,R1039,Found at least 2 check transactions reported as Fraud within 7 days from one another associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1039,,,active
,socure,reason_code,R1040,Found at least 2 check transactions reported as Fraud within 30 days from one another associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1040,,,active
,socure,reason_code,R1041,Found at least 1 Check transaction reported as Fraud which was committed within 7 days from account opening associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1041,,,active
,socure,reason_code,R1042,Found at least 1 Check transaction reported as Fraud which was committed within 30 days from account opening associated with the given identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1042,,,active
,socure,reason_code,R1062,Found at least 1 fraud event reported for the input identity,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R1062,,,active
,socure,reason_code,R977,Identity is associated with an active duty alert and a fraud victim initial alert,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R977,,,active
,socure,reason_code,R978,Identity is associated with a fraud victim initial alert,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R978,,,active
,socure,reason_code,R979,Identity is associated with an active duty alert and a fraud victim extended alert,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R979,,,active
,socure,reason_code,R980,Identity is associated with a fraud victim extended alert,fraud_known_fraud_association,fraud,fraud,high,negative,TRUE,TRUE,R980,,,active
compliance_adverse_media,,,,,,,,,,,,,,,
,socure,reason_code,R185,Entity has at least 1 hit on an adverse media article,compliance_adverse_media,identity,identity,medium,negative,TRUE,FALSE,R185,,,active
identity_name_mismatch,,,,,,,,,,,,,,,
,socure,reason_code,R205,Input National ID is associated with a different name and address,identity_name_mismatch,identity,identity,medium,warning,TRUE,FALSE,R205,,,active
,socure,reason_code,R225,4 or more different first names have been found to be inquired against the input National ID,identity_name_mismatch,identity,identity,medium,negative,TRUE,FALSE,R225,,,active
,socure,reason_code,R822,The first name on the ID does not match with submitted data,identity_name_mismatch,identity,identity,medium,negative,TRUE,FALSE,R822,,,active
,socure,reason_code,R823,The last name on the ID does not match with  submitted data,identity_name_mismatch,identity,identity,medium,negative,TRUE,FALSE,R823,,,active
,socure,reason_code,R839,(Deprecated) - Name on the ID does not match the name from the Bar code/MRZ,identity_name_mismatch,identity,identity,medium,negative,TRUE,FALSE,R839,,,deprecated
fraud_synthetic_identity_risk,,,,,,,,,,,,,,,
,socure,reason_code,R298,Identity resembles a manipulated Synthetic identity,fraud_synthetic_identity_risk,identity,identity,medium,negative,TRUE,FALSE,R298,,,active
,socure,reason_code,R299,Identity resembles a fabricated Synthetic identity,fraud_synthetic_identity_risk,identity,identity,high,negative,TRUE,FALSE,R299,,,active
bank_account_supporting_signal,,,,,,,,,,,,,,,
,socure,reason_code,R309,Provided routing number is invalid,bank_account_supporting_signal,identity,identity,medium,negative,TRUE,FALSE,R309,,,active
,socure,reason_code,R309,Provided routing number is invalid,bank_account_supporting_signal,identity,identity,medium,negative,TRUE,FALSE,R309,,,active
,socure,reason_code,R310,Provided account number is invalid,bank_account_supporting_signal,identity,identity,medium,negative,TRUE,FALSE,R310,,,active
,socure,reason_code,R310,Provided account number is invalid,bank_account_supporting_signal,identity,identity,medium,negative,TRUE,FALSE,R310,,,active
,socure,reason_code,R319,Invalid Account Number Indicator,bank_account_supporting_signal,identity,identity,medium,negative,TRUE,FALSE,R319,,,active
identity_ssn_mismatch,,,,,,,,,,,,,,,
,socure,reason_code,R913,SSN/ITIN is invalid,identity_ssn_mismatch,identity,identity,medium,negative,TRUE,FALSE,R913,,,active
,socure,reason_code,R911,SSN issued prior to DOB,identity_ssn_mismatch,identity,identity,medium,negative,TRUE,FALSE,R911,,,active
identity_graph_supporting_signal,,,,,,,,,,,,,,,
,socure,reason_code,I1003,National ID was not provided and Socure was able to prefill National ID for the given identity,identity_graph_supporting_signal,identity,identity,low,positive,FALSE,FALSE,I1003,,,active
,socure,reason_code,I209,Input full name and dob combination found in property records,identity_graph_supporting_signal,identity,identity,low,positive,FALSE,FALSE,I209,,,active
,socure,reason_code,I210,Input full name and dob combination found in education/university records,identity_graph_supporting_signal,identity,identity,low,positive,FALSE,FALSE,I210,,,active
,socure,reason_code,I325,SSN derived from ID Graph,identity_graph_supporting_signal,identity,identity,low,positive,FALSE,FALSE,I325,,,active
,socure,reason_code,I326,DOB derived from ID Graph,identity_graph_supporting_signal,identity,identity,low,positive,FALSE,FALSE,I326,,,active
identity_identifier_type,,,,,,,,,,,,,,,
,socure,reason_code,I202,The input National ID is an ITIN,identity_identifier_type,identity,identity,low,positive,FALSE,FALSE,I202,,,active
identity_longevity_signal,,,,,,,,,,,,,,,
,socure,reason_code,I203,National ID was first seen in credit header records between 5 to 10 years ago,identity_longevity_signal,identity,identity,low,positive,FALSE,FALSE,I203,,,active
,socure,reason_code,I204,National ID is first seen in credit header records more than 10 years ago,identity_longevity_signal,identity,identity,low,positive,FALSE,FALSE,I204,,,active
,socure,reason_code,I337,Indicates if the account has been seen in the between 180 and 210 days,identity_longevity_signal,identity,identity,low,positive,FALSE,FALSE,I337,,,active
,socure,reason_code,I338,Indicates if the account has been seen in the between 210 and 240 days,identity_longevity_signal,identity,identity,low,positive,FALSE,FALSE,I338,,,active
,socure,reason_code,I339,Indicates if the account has been seen in the between 240 and 270 days,identity_longevity_signal,identity,identity,low,positive,FALSE,FALSE,I339,,,active
,socure,reason_code,I341,Indicates if the account has been seen in the between 270 and 300 days,identity_longevity_signal,identity,identity,low,positive,FALSE,FALSE,I341,,,active
,socure,reason_code,I342,Indicates if the account has been seen in the between 300 and 365 days,identity_longevity_signal,identity,identity,low,positive,FALSE,FALSE,I342,,,active
,socure,reason_code,I343,Indicates if the account has been seen in the between 365 and 730 days,identity_longevity_signal,identity,identity,low,positive,FALSE,FALSE,I343,,,active
,socure,reason_code,I344,Indicates if the account has been seen over 730 days ago,identity_longevity_signal,identity,identity,low,positive,FALSE,FALSE,I344,,,active
identity_inquiry_pattern,,,,,,,,,,,,,,,
,socure,reason_code,I205,National ID is found to be inquired once every 2 to 3 months,identity_inquiry_pattern,identity,identity,low,positive,FALSE,FALSE,I205,,,active
,socure,reason_code,I206,National ID is found to be inquired once every 3 to 6 months,identity_inquiry_pattern,identity,identity,low,positive,FALSE,FALSE,I206,,,active
,socure,reason_code,I207,National ID is found to be inquired once every 6 to 12 months,identity_inquiry_pattern,identity,identity,low,positive,FALSE,FALSE,I207,,,active
,socure,reason_code,I208,National ID is found to be inquired less than once a year,identity_inquiry_pattern,identity,identity,low,positive,FALSE,FALSE,I208,,,active
identity_address_risk,,,,,,,,,,,,,,,
,socure,reason_code,I212,Input National ID is associated with multiple addresses,identity_address_risk,identity,identity,low,positive,FALSE,FALSE,I212,,,active
,socure,reason_code,I704,Address is multi-unit or high rise,identity_address_risk,identity,identity,low,positive,FALSE,FALSE,I704,,,active
,socure,reason_code,I713,"Address is confirmed deliverable but was missing secondary information (apartment, unit, etc.)",identity_address_risk,identity,identity,low,positive,FALSE,FALSE,I713,,,active
,socure,reason_code,I714,Address is valid but does not currently receive US Postal Service street delivery,identity_address_risk,identity,identity,low,positive,FALSE,FALSE,I714,,,active
,socure,reason_code,I716,Address is a Small Office/Home Office (SOHO),identity_address_risk,identity,identity,low,positive,FALSE,FALSE,I716,,,active
,socure,reason_code,R702,Address is not confirmed as deliverable,identity_address_risk,identity,identity,medium,warning,TRUE,FALSE,R702,,,active
,socure,reason_code,R704,Address is a correctional facility,identity_address_risk,identity,identity,medium,warning,TRUE,FALSE,R704,,,active
,socure,reason_code,R705,Address cannot be resolved to the individual,address_unresolvable,contactability,contactability,medium,warning,TRUE,FALSE,R705,,,active
,socure,reason_code,R708,Address is a PO Box,identity_address_risk,identity,identity,medium,warning,TRUE,FALSE,R708,,,active
,socure,reason_code,R710,Address is a military location,identity_address_risk,identity,identity,medium,warning,TRUE,FALSE,R710,,,active
,socure,reason_code,R724,Address is a filler address,identity_address_risk,identity,identity,medium,warning,TRUE,FALSE,R724,,,active
,socure,reason_code,R920,Identity has an unusual gap in address history,identity_address_risk,identity,identity,medium,warning,TRUE,FALSE,R920,,,active
,socure,reason_code,R932,Address is a correctional facility,identity_address_risk,identity,identity,medium,warning,TRUE,FALSE,R932,,,active
identity_input_error,,,,,,,,,,,,,,,
,socure,reason_code,I213,Input National ID seems to have a 1-digit error,identity_input_error,identity,identity,low,positive,FALSE,FALSE,I213,,,active
,socure,reason_code,I214,Input National ID seems to have a 1-digit typo,identity_input_error,identity,identity,low,positive,FALSE,FALSE,I214,,,active
,socure,reason_code,I215,Input birth year seems to have a 1-digit error,identity_input_error,identity,identity,low,positive,FALSE,FALSE,I215,,,active
bank_account_ownership_match,,,,,,,,,,,,,,,
,socure,reason_code,I322,Account is correlated with the EIN,bank_account_ownership_match,identity,identity,low,positive,FALSE,FALSE,I322,,,active
,socure,reason_code,I322,Account is correlated with the EIN,bank_account_ownership_match,identity,identity,low,positive,FALSE,FALSE,I322,,,active
,socure,reason_code,I323,Account is conditionally correlated with the EIN,bank_account_ownership_match,identity,identity,low,positive,FALSE,FALSE,I323,,,active
,socure,reason_code,I323,Account is conditionally correlated with the EIN,bank_account_ownership_match,identity,identity,low,positive,FALSE,FALSE,I323,,,active
identity_proxy_risk,,,,,,,,,,,,,,,
,socure,reason_code,I414,Session connected using a proxy,identity_proxy_risk,identity,identity,low,positive,FALSE,FALSE,I414,,,active
,socure,reason_code,I634,Proxy is an educational institution,identity_proxy_risk,identity,identity,low,positive,FALSE,FALSE,I634,,,active
,socure,reason_code,I635,Proxy is registered to a corporation,identity_proxy_risk,identity,identity,low,positive,FALSE,FALSE,I635,,,active
identity_geographic_consistency,,,,,,,,,,,,,,,
,socure,reason_code,I730,Distance between input address and store address is less than15 miles,identity_geographic_consistency,identity,identity,low,positive,FALSE,FALSE,I730,,,active
,socure,reason_code,I731,Distance between input address and store address is between 15 miles and 30 miles,identity_geographic_consistency,identity,identity,low,positive,FALSE,FALSE,I731,,,active
,socure,reason_code,I732,Distance between input address and store address is between 30 miles and 60 miles,identity_geographic_consistency,identity,identity,low,positive,FALSE,FALSE,I732,,,active
,socure,reason_code,R733,Distance between input address and store address is between 60 miles and 100 miles,identity_geographic_consistency,identity,identity,medium,warning,TRUE,FALSE,R733,,,active
,socure,reason_code,R734,Distance between input address and store address is between 100 miles and 500 miles,identity_geographic_consistency,identity,identity,medium,warning,TRUE,FALSE,R734,,,active
,socure,reason_code,R735,Distance between input address and store address is greater than=500 miles,identity_geographic_consistency,identity,identity,medium,warning,TRUE,FALSE,R735,,,active
identity_inconsistency,,,,,,,,,,,,,,,
,socure,reason_code,R1001,Found at least 2 distinct DOBs associated with the given identity,identity_inconsistency,identity,identity,medium,negative,TRUE,FALSE,R1001,,,active
,socure,reason_code,R1002,Found at least 4 distinct first names associated with the given identity,identity_inconsistency,identity,identity,medium,negative,TRUE,FALSE,R1002,,,active
,socure,reason_code,R1003,Found at least 4 distinct last names associated with the given identity,identity_inconsistency,identity,identity,medium,negative,TRUE,FALSE,R1003,,,active
,socure,reason_code,R983,The input SSN was issued unusually later than the input DOB,identity_inconsistency,identity,identity,medium,negative,TRUE,FALSE,R983,,,active
credit_account_risk,,,,,,,,,,,,,,,
,socure,reason_code,R1014,Found at least 1 account marked as Delinquency associated with the given identity,credit_account_risk,identity,identity,medium,negative,TRUE,FALSE,R1014,,,active
,socure,reason_code,R1028,Found at least 10 returned ACH transactions associated with the given identity,credit_account_risk,identity,identity,medium,negative,TRUE,FALSE,R1028,,,active
,socure,reason_code,R1043,Found at least 10 disputed Card transactions associated with the given identity,credit_account_risk,identity,identity,medium,negative,TRUE,FALSE,R1043,,,active
credit_account_history,,,,,,,,,,,,,,,
,socure,reason_code,R1016,Found at least 5 closed accounts associated with the given identity,credit_account_history,identity,identity,medium,negative,TRUE,FALSE,R1016,,,active
fraud_identity_flag,,,,,,,,,,,,,,,
,socure,reason_code,R106,Identity element in Alert List,fraud_identity_flag,identity,identity,medium,negative,TRUE,FALSE,R106,,,active
,socure,reason_code,R144,Full name tagged as negative,fraud_identity_flag,identity,identity,medium,negative,TRUE,FALSE,R144,,,active
,socure,reason_code,R145,SSN tagged as negative,fraud_identity_flag,identity,identity,medium,negative,TRUE,FALSE,R145,,,active
,socure,reason_code,R164,Full name tagged as suspect,fraud_identity_flag,identity,identity,medium,negative,TRUE,FALSE,R164,,,active
,socure,reason_code,R165,SSN tagged as suspect,fraud_identity_flag,identity,identity,medium,negative,TRUE,FALSE,R165,,,active
provider_operational_warning,,,,,,,,,,,,,,,
,socure,reason_code,R150,Unable to call Negative/Positive service,provider_operational_warning,identity,identity,medium,negative,TRUE,FALSE,R150,,,active
bank_account_ownership_mismatch,,,,,,,,,,,,,,,
,socure,reason_code,R308,Account is not correlated with the EIN,bank_account_ownership_mismatch,identity,identity,medium,negative,TRUE,FALSE,R308,,,active
,socure,reason_code,R308,Account is not correlated with the EIN,bank_account_ownership_mismatch,identity,identity,medium,negative,TRUE,FALSE,R308,,,active
bank_account_risk,,,,,,,,,,,,,,,
,socure,reason_code,R311,Account warning,bank_account_risk,identity,identity,medium,negative,TRUE,FALSE,R311,,,active
,socure,reason_code,R313,Account structure issue,bank_account_risk,identity,identity,medium,negative,TRUE,FALSE,R313,,,active
provider_data_unavailable,,,,,,,,,,,,,,,
,socure,reason_code,R312,Account information is not available,provider_data_unavailable,identity,identity,medium,negative,TRUE,FALSE,R312,,,active
identity_liveness_risk,,,,,,,,,,,,,,,
,socure,reason_code,R856,Obstructions on the face affecting the liveness,identity_liveness_risk,identity,identity,medium,negative,TRUE,FALSE,R856,,,active
(blank),,,,,,,,,,,,,,,
,socure,reason_code,I128,(Deprecated) - Social accounts history good,,identity,identity,low,positive,FALSE,FALSE,I128,,,deprecated
,socure,reason_code,I129,(Deprecated) - Social accounts connections good,,identity,identity,low,positive,FALSE,FALSE,I129,,,deprecated
,socure,reason_code,I130,(Deprecated) - Social accounts activity good,,identity,identity,low,positive,FALSE,FALSE,I130,,,deprecated
,socure,reason_code,I131,(Deprecated) - Social accounts well maintained,,identity,identity,low,positive,FALSE,FALSE,I131,,,deprecated
,socure,reason_code,I303,(Deprecated) - First name of the account holder is unknown ,,identity,identity,low,positive,FALSE,FALSE,I303,,,deprecated
,socure,reason_code,I303,(Deprecated) - First name of the account holder is unknown,,identity,identity,low,positive,FALSE,FALSE,I303,,,deprecated
,socure,reason_code,I306,(Deprecated) - Last name of the account holder is unknown,,identity,identity,low,positive,FALSE,FALSE,I306,,,deprecated
,socure,reason_code,I306,(Deprecated) - Last name of the account holder is unknown,,identity,identity,low,positive,FALSE,FALSE,I306,,,deprecated
,socure,reason_code,I309,(Deprecated) - Business name of the account is unknown,,identity,identity,low,positive,FALSE,FALSE,I309,,,deprecated
,socure,reason_code,I309,(Deprecated) - Business name of the account is unknown,,identity,identity,low,positive,FALSE,FALSE,I309,,,deprecated
,socure,reason_code,I312,(Deprecated) - DOB of the account holder is unknown,,identity,identity,low,positive,FALSE,FALSE,I312,,,deprecated
,socure,reason_code,I312,(Deprecated) - DOB of the account holder is unknown,,identity,identity,low,positive,FALSE,FALSE,I312,,,deprecated
,socure,reason_code,I315,(Deprecated) - SSN/ITIN of the account holder is unknown,,identity,identity,low,positive,FALSE,FALSE,I315,,,deprecated
,socure,reason_code,I315,(Deprecated) - SSN/ITIN of the account holder is unknown,,identity,identity,low,positive,FALSE,FALSE,I315,,,deprecated
,socure,reason_code,I318,(Deprecated) - Address of the account holder is unknown,,identity,identity,low,positive,FALSE,FALSE,I318,,,deprecated
,socure,reason_code,I318,(Deprecated) - Address of the account holder is unknown,,identity,identity,low,positive,FALSE,FALSE,I318,,,deprecated
,socure,reason_code,I324,(Deprecated) - EIN number of the account holder is unknown,,identity,identity,low,positive,FALSE,FALSE,I324,,,deprecated
,socure,reason_code,I324,(Deprecated) - EIN number of the account holder is unknown,,identity,identity,low,positive,FALSE,FALSE,I324,,,deprecated
,socure,reason_code,I340,(Deprecated) - Indicates if the account has been seen over 270 days ago,,identity,identity,low,positive,FALSE,FALSE,I340,,,deprecated
,socure,reason_code,I641,Presented identity shows high overall correlation in Socures network,needs_review,identity,identity,low,positive,FALSE,FALSE,I641,,,active
,socure,reason_code,I706,Address is an accredited college or university,needs_review,identity,identity,low,positive,FALSE,FALSE,I706,,,active
,socure,reason_code,I803,Check Digit Integrity passed,needs_review,identity,identity,low,positive,FALSE,FALSE,I803,,,active
,socure,reason_code,I820,Headshot passes integrity checks,needs_review,identity,identity,low,positive,FALSE,FALSE,I820,,,active
,socure,reason_code,I831,Bar code data is valid,needs_review,identity,identity,low,positive,FALSE,FALSE,I831,,,active
,socure,reason_code,I833,MRZ data is valid,needs_review,identity,identity,low,positive,FALSE,FALSE,I833,,,active
,socure,reason_code,I849,Incorrect ID type selected,needs_review,identity,identity,low,positive,FALSE,FALSE,I849,,,active
,socure,reason_code,I854,The back of the license was not passed; no barcode to extract information,needs_review,identity,identity,low,positive,FALSE,FALSE,I854,,,active
,socure,reason_code,I856,Liveness was not determined,needs_review,identity,identity,low,positive,FALSE,FALSE,I856,,,active
,socure,reason_code,I902,(Deprecated) - Entered name missing,,identity,identity,low,positive,FALSE,FALSE,I902,,,deprecated
,socure,reason_code,I903,Address was not provided at input,needs_review,identity,identity,low,positive,FALSE,FALSE,I903,,,active
,socure,reason_code,I904,SSN/ITIN was not provided at input,needs_review,identity,identity,low,positive,FALSE,FALSE,I904,,,active
,socure,reason_code,I905,SSN/ITIN provided at input contained only 4 digits,needs_review,identity,identity,low,positive,FALSE,FALSE,I905,,,active
,socure,reason_code,I906,DOB was not provided at input,needs_review,identity,identity,low,positive,FALSE,FALSE,I906,,,active
,socure,reason_code,I907,SSN is issued to a non-US citizen,needs_review,identity,identity,low,positive,FALSE,FALSE,I907,,,active
,socure,reason_code,I909,First name and last name are possibly reversed,needs_review,identity,identity,low,positive,FALSE,FALSE,I909,,,active
,socure,reason_code,I911,Address is a PO Box,needs_review,identity,identity,low,positive,FALSE,FALSE,I911,,,active
,socure,reason_code,I912,SSN was randomly-issued by the SSA,needs_review,identity,identity,low,positive,FALSE,FALSE,I912,,,active
,socure,reason_code,I915,Identity has PO Box is dropped in resolved address,needs_review,identity,identity,low,positive,FALSE,FALSE,I915,,,active
,socure,reason_code,I917,Full name and address can be resolved to the individual but the SSN/ITIN is not,needs_review,identity,identity,low,positive,FALSE,FALSE,I917,,,active
,socure,reason_code,I919,"Full name, address, and SSN/ITIN can be resolved to the individual",kyc_match,identity,identity,low,positive,FALSE,FALSE,I919,,,active
,socure,reason_code,I920,Emerging identity indicator,needs_review,identity,identity,low,positive,FALSE,FALSE,I920,,,active
,socure,reason_code,I921,Address is an accredited college or university,needs_review,identity,identity,low,positive,FALSE,FALSE,I921,,,active
,socure,reason_code,I922,Mobile number was not provided at input,needs_review,identity,identity,low,positive,FALSE,FALSE,I922,,,active
,socure,reason_code,I924,SSN/ITIN missing at input but available on record,needs_review,identity,identity,low,positive,FALSE,FALSE,I924,,,active
,socure,reason_code,I931,First name or last name may refer to a non-person entity,needs_review,identity,identity,low,positive,FALSE,FALSE,I931,,,active
,socure,reason_code,I933,Multi-party application detected,needs_review,identity,identity,low,positive,FALSE,FALSE,I933,,,active
,socure,reason_code,I975,Non-MLA covered borrower status,needs_review,identity,identity,low,positive,FALSE,FALSE,I975,,,active
,socure,reason_code,I990,Either emergent address or recent move,needs_review,identity,identity,low,positive,FALSE,FALSE,I990,,,active
,socure,reason_code,R1015,Found at least 1 closed account associated with the given identity,needs_review,identity,identity,medium,negative,TRUE,FALSE,R1015,,,active
,socure,reason_code,R1018,Found at least 2 accounts that were opened within 90 days from each other associated with the given identity,fraud_velocity_high,fraud,fraud,medium,negative,TRUE,FALSE,R1018,,,active
,socure,reason_code,R1019,Found at least 2 accounts that were closed within 30 days from each other associated with the given identity,needs_review,identity,identity,medium,negative,TRUE,FALSE,R1019,,,active
,socure,reason_code,R1021,Found at least 1 account that has been closed within 30 days from opening associated with the given identity,needs_review,identity,identity,medium,negative,TRUE,FALSE,R1021,,,active
,socure,reason_code,R1027,Found at least 1 ACH transaction reported as Delinquency associated with the given identity,needs_review,identity,identity,medium,negative,TRUE,FALSE,R1027,,,active
,socure,reason_code,R1037,Found at least 1 Check transaction reported as Delinquency associated with the given identity,needs_review,identity,identity,medium,negative,TRUE,FALSE,R1037,,,active
,socure,reason_code,R1044,Found at least 20 disputed Card transactions associated with the given identity,needs_review,identity,identity,medium,negative,TRUE,FALSE,R1044,,,active
,socure,reason_code,R1045,Found at least 5 Unauthorized disputed Card transactions associated with the given identity,needs_review,identity,identity,medium,negative,TRUE,FALSE,R1045,,,active
